"country","disease","recommendation","source_url"
"Cambodia","Japanese Encephalitis","Recommended for travelers who Are moving to an area with Japanese encephalitis to live Spend long periods of time, such as a month or more, in areas with Japanese encephalitis Frequently travel to areas with Japanese encephalitis Consider vaccination for travelers Spending less than a month in areas with Japanese encephalitis but will be doing activities that increase risk of infection, such as visiting rural areas, hiking or camping, or staying in places without air conditioning, screens, or bed nets Going to areas with Japanese encephalitis who are uncertain of their activities or how long they will be there Not recommended for travelers planning short-term travel to urban areas or travel to areas with no clear Japanese encephalitis season.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cambodia"
"Cambodia","Malaria","CDC recommends that travelers going to certain areas of Cambodia take prescription medicine to prevent malaria. Depending on the medicine you take, you will need to start taking this medicine multiple days before your trip, as well as during and after your trip. Talk to your doctor about which malaria medication you should take. Transmission areas Primarily isolated to pockets in rural and forested areas Rare cases in non-forested areas No (or negligible) malaria transmission in the cities of Phnom Penh (the capital) and Siem Reap No (or negligible) malaria transmission at the main temple complex at Angkor Wat Drug resistance1 Chloroquine and mefloquine Species P. vivax (95%) P. falciparum (5%) P. malariae and P. knowlesi6 (rare) Recommended chemoprophylaxis Rural and forested areas: Atovaquone-proguanil, doxycycline, primaquine5, tafenoquine2 Areas with rare cases: No chemoprophylaxis recommended (insect bite precautions and mosquito avoidance only)4 Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cambodia"
"Cambodia","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cambodia"
"Cambodia","Rabies","Dogs infected with rabies are commonly found in Cambodia. If rabies exposures occur while in Cambodia, rabies vaccines are typically available throughout most of the country. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cambodia"
"Cambodia","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cambodia"
"Cambodia","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Direct travel from United States: Vaccine is not required. Travel from countries with risk for YF virus transmission: Vaccine is required for travelers ≥1 year old; this includes >12-hour airport transits or layovers in countries with risk for YF virus transmission.3 Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cambodia"
"Cameroon","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cameroon"
"Cameroon","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cameroon"
"Cameroon","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cameroon"
"Cameroon","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cameroon"
"Cameroon","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cameroon"
"Cameroon","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cameroon"
"Cameroon","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cameroon"
"Cameroon","Chikungunya","All travelers should take steps to prevent mosquito bites. Chikungunya vaccination is generally not recommended. Travelers who wish to consider vaccination can visit “What to consider before traveling” on the chikungunya vaccines page to learn more.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cameroon"
"Cameroon","Cholera","Cholera is presumed to be present in Cameroon. Cholera is rare in travelers. Certain factors may increase the risk of getting cholera or having severe disease (more information). Avoiding unsafe food and water and washing your hands can also help prevent cholera. Vaccination may be considered for children and adults who are traveling to areas of active cholera transmission.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cameroon"
"Cameroon","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Cameroon. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cameroon"
"Cameroon","Hepatitis B","Recommended for unvaccinated travelers of all ages traveling to Cameroon.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cameroon"
"Cameroon","Malaria","CDC recommends that travelers going to Cameroon take prescription medicine to prevent malaria. Depending on the medicine you take, you will need to start taking this medicine multiple days before your trip, as well as during and after your trip. Talk to your doctor about which malaria medication you should take. Transmission areas All Drug resistance1 Chloroquine Species P. falciparum (primarily) P. malariae, P. ovale, and P. vivax (less commonly) Recommended chemoprophylaxis Atovaquone-proguanil, doxycycline, mefloquine, tafenoquine2 Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cameroon"
"Cameroon","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cameroon"
"Cameroon","Meningococcal disease","Recommended for travelers 2 months old or older traveling to areas of Cameroon that are part of the meningitis belt during the dry season (roughly December to June).","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cameroon"
"Cameroon","Polio","In Cameroon, poliovirus has been identified in the past year. Travelers to Cameroon are at increased risk of exposure to poliovirus. Vaccine recommendations: Adults traveling to Cameroon who received a complete polio vaccination series as children may receive a single lifetime booster dose of inactivated polio vaccine; travelers who are unvaccinated or not fully vaccinated should receive a complete polio vaccination series before travel. Children who are not fully vaccinated will be considered for an accelerated vaccination schedule.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cameroon"
"Cameroon","Rabies","Dogs infected with rabies are commonly found in Cameroon. If rabies exposures occur while in Cameroon, rabies vaccines may only be available in larger suburban/urban medical facilities. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/cameroon"
